page#	line#	song	artist	title of record	year 	type	side/#	genre	
18	1292								
18	1293								
18	1294								
18	1295								
18	1296								
18	1297								
18	1298								
18	1299								
18	1300								
18	1301								
18	1302								
18	1303								
18	1304								
18	1305								
18	1306								
18	1307								
18	1308								
18	1309								
18	1310								
18	1311								
18	1312								
18	1313								
18	1314								
18	1315								
18	1316								
18	1317								
18	1318								
18	1319								
18	1320								
18	1321								
18	1322								
18	1323								
18	1324								
18	1325								
18	1326								
18	1327								
18	1328								
18	1329								
18	1330								
18	1331								
18	1332								
18	1333								
18	1334								
18	1335								
18	1336								
18	1337								
18	1338								
18	1339								
18	1340								
18	1341								
18	1342								
18	1343								
18	1344								
18	1345								
18	1346								
18	1347								
18	1348								
18	1349								
18	1350								
18	1351								
18	1352								
18	1353								
18	1354								
18	1355								
18	1356								
18	1357								
18	1358								
18	1359								
18	1360								
18	1361								
18	1362								
18	1363								
18	1364								
18	1365								
18	1366								
18	1367								
18	1368								
18	1369								
18	1370								
18	1371								
18	1372								
18	1373								
18	1374								
18	1375								
18	1376								
18	1377								
18	1378								
18	1379								
18	1380								
18	1381								
18	1382								
18	1383								
18	1384								
18	1385								
18	1386								
18	1387								
18	1388								
18	1389								
18	1390								
18	1391								
18	1392								
18	1393								
18	1394								
18	1395								
18	1396								
18	1397								
18	1398								
18	1399								
18	1400								
18	1401								
18	1402								
18	1403								
18	1404								
18	1405								
18	1406								
18	1407								
18	1408								
18	1409								
18	1410								
18	1411								
18	1412								
18	1413								
18	1414								
18	1415								
18	1416								
18	1417								
18	1418								
18	1419								
18	1420								
18	1421								
18	1422								
18	1423								
18	1424								
18	1425								
18	1426								
18	1427								
18	1428								
18	1429								
18	1430								
18	1431								
18	1432								
18	1433								
18	1434								
18	1435								
18	1436								
18	1437								
18	1438								
18	1439								
18	1440								
18	1441								
18	1442								
18	1443								
18	1444								
18	1445								
18	1446								
18	1447								
18	1448								
18	1449								
18	1450								
18	1451								
18	1452								
18	1453								
18	1454								
18	1455								
18	1456								
18	1457								
18	1458								
18	1459								
18	1460								
18	1461								
18	1462								
18	1463								
18	1464								
18	1465								
18	1466								
18	1467								
18	1468								
18	1469								
18	1470								
18	1471								
18	1472								
18	1473								
18	1474								
18	1475								
18	1476								
18	1477								
18	1478								
18	1479								
18	1480								
18	1481								
18	1482								
18	1483								
18	1484								
18	1485								
18	1486								
18	1487								
18	1488								
18	1489								
18	1490								
18	1491								
18	1492								
18	1493								
18	1494								
18	1495								
18	1496								
18	1497								
18	1498								
18	1499								
18	1500								
18	1501								
18	1502								
18	1503								
18	1504								
18	1505								
18	1506								
18	1507								
18	1508								
18	1509								
18	1510								
18	1511								
18	1512								
18	1513								
18	1514								
18	1515								
18	1516								
18	1517								
18	1518								
18	1519								
18	1520								
18	1521								
18	1522								
18	1523								
18	1524								
18	1525								
18	1526								
18	1527								
18	1528								
18	1529								
18	1530								
18	1531								
18	1532								
18	1533								
18	1534								
18	1535								
18	1536								
18	1537								
18	1538								
18	1539								
18	1540								
18	1541								
18	1542								
18	1543								
18	1544								
18	1545								
18	1546								
18	1547								
18	1548								
18	1549								
18	1550								
18	1551								
18	1552								
18	1553								
18	1554								
18	1555								
18	1556								
18	1557								
18	1558								
18	1559								
18	1560								
18	1561								
18	1562								
18	1563								
18	1564								
18	1565								
18	1566								
18	1567								
18	1568								
18	1569								
18	1570								
18	1571								
18	1572								
18	1573								
18	1574								
18	1575								
18	1576								
18	1577								
18	1578								
18	1579								
18	1580								
18	1581								
18	1582								
18	1583								
18	1584								
18	1585								
18	1586								
18	1587								
18	1588								
18	1589								
18	1590								
18	1591								
18	1592								
18	1593								
18	1594								
18	1595								
18	1596								
18	1597								
18	1598								
18	1599								
18	1600								
18	1601								
18	1602								
18	1603								
18	1604								
18	1605								
18	1606								
18	1607								
18	1608								
18	1609								
18	1610								
18	1611								
18	1612								
18	1613								
18	1614								
18	1615								
18	1616								
18	1617								
18	1618								
18	1619								
18	1620								
18	1621								
18	1622								
18	1623								
18	1624								
18	1625								
18	1626								
18	1627								
18	1628								
18	1629								
18	1630								
18	1631								
18	1632								
18	1633								
18	1634								
18	1635								
18	1636								
18	1637								
18	1638								
18	1639								
18	1640								
18	1641								
18	1642								
18	1643								
18	1644								
18	1645								
18	1646								
18	1647								
18	1648								
18	1649								
18	1650								
18	1651								
18	1652								
18	1653								
18	1654								
18	1655								
18	1656								
18	1657								
18	1658								
18	1659								
18	1660								
18	1661								
18	1662								
18	1663								
18	1664								
18	1665								
18	1666								
18	1667								
18	1668								
18	1669								
18	1670								
18	1671								
18	1672								
18	1673								
18	1674								
18	1675								
18	1676								
18	1677								
18	1678								
18	1679								
18	1680								
18	1681								
18	1682								
18	1683								
18	1684								
18	1685								
18	1686								
18	1687								
18	1688								
18	1689								
18	1690								
18	1691								
18	1692								
18	1693								
18	1694								
18	1695								
18	1696								
18	1697								
18	1698								
18	1699								
18	1700								
18	1701								
18	1702								
18	1703								
18	1704								
18	1705								
18	1706								
18	1707								
18	1708								
18	1709								
18	1710								
18	1711								
18	1712								
18	1713								
18	1714								
18	1715								
18	1716								
18	1717								
18	1718								
18	1719								
18	1720								
18	1721								
18	1722								
18	1723								
18	1724								
18	1725								
18	1726								
18	1727								
18	1728								
18	1729								
18	1730								
18	1731								
18	1732								
18	1733								
18	1734								
18	1735								
18	1736								
18	1737								
18	1738								
18	1739								
18	1740								
18	1741								
18	1742								
18	1743								
18	1744								
18	1745								
18	1746								
18	1747								
18	1748								
18	1749								
18	1750								
18	1751								
18	1752								
18	1753								
18	1754								
18	1755								
18	1756								
18	1757								
18	1758								
18	1759								
18	1760								
18	1761								
18	1762								
18	1763								
18	1764								
18	1765								
18	1766								
18	1767								
18	1768								
18	1769								
18	1770								
18	1771								
18	1772								
18	1773								
18	1774								
18	1775								
18	1776								
18	1777								
18	1778								
18	1779								
18	1780								
18	1781								
18	1782								
18	1783								
18	1784								
18	1785								
18	1786								
18	1787								
18	1788								
18	1789								
18	1790								
18	1791								
18	1792								
18	1793								
18	1794								
18	1795								
18	1796								
18	1797								
18	1798								
18	1799								
18	1800								
18	1801								
18	1802								
18	1803								
18	1804								
18	1805								
18	1806								
18	1807								
18	1808								
18	1809								
18	1810								
18	1811								
18	1812								
18	1813								
18	1814								
18	1815								
18	1816								
18	1817								
18	1818								
18	1819								
18	1820								
18	1821								
18	1822								
18	1823								
18	1824								
18	1825								
18	1826								
18	1827								
18	1828								
18	1829								
18	1830								
18	1831								
18	1832								
18	1833								
18	1834								
18	1835								
18	1836								
18	1837								
18	1838								
18	1839								
18	1840								
18	1841								
18	1842								
18	1843								
18	1844								
18	1845								
18	1846								
18	1847								
18	1848								
18	1849								
18	1850								
38	1851	Make the world go away	Timi Yuro	Rock rules Rock	1977	LP.3x	605	Rock and roll	
38	1852	Make the world go away	Jim Rodgers	Country times	1973	LP. 2x	303	Country	
38	1853	Make the world go away	Jimmy Dean	The gread country love songs	1972	LP. 6x	401	Country	
38	1854	Make the world go away	Eddie Arnold	40 Golden hits of the Fifties	0	LP. 4x	410	Pop	
38	1855	Makin' believe	Dolly Parton	The Country superstars	0	CD. 	115	Country	
38	1856	Malaguena	Antonio Rodrigues	Easy feeling	0	CD. 	205	Pop	
38	1857	Mama	Connie Francis	Connie's greatest hits	0	LP	205	Pop	
38	1858	Mama don't know	Neil Diamond	September morn	1979	CD. 	102	Pop	
38	1859	Mama look a Boo-boo	Harry Belafonte	Golden Records	0	LP	104	Folk Songs	
38	1860	Mama Tried	The Everly Brothers	The Everly Brothers	1973	LP	101	Country	
38	1861	Mambo Italiano	Rosemay Clooney	16 Most requested songs	1989	CD. 	107	Pop	
38	1862	Mandolin Wind	The Everly Brothers	Sweet memories	1990	CD. 	106	Country	
38	1863	Mandolin Wind	The Everly Brothers	Takeof-The 70's	1979	LP	104	Pop	
38	1864	Mandolin Wind	The Everly Brothers	Stories we could tell	1972	LP	104	Country	
38	1865	Mandolino	Les Paul and Mary Ford	Greatest	0	LP.	204	Pop	
38	1866	Mansion on the hill	Hank Snow	50 Golden country hits	1988	CD. 2x	119	Country	
38	1867	Many tears ago	Connie Francis	Connie's greatest hits	0	LP	201	Pop	
38	1868	Maple lead rag	Papa Sue's Viking Jazzband	Down by the riverside	1989	CD.	103	Jazz	
38	1869	March from the river Kwai	Mitch Miller and his Orchestra	Memories	1975	LP. 2x	107	Pop	
38	1870	Maria	Carol Lawrence		1988	CD	118	Pop	
38	1871	Maria	Johnnie Ray	Memories	1975	LP. 2x	406	Pop	
38	1872	Maria	Johnny Mathis	Memories	1975	LP. 2x	406	Pop	
38	1873	Maria	"Instrumental, Orkest=onbekend"	The lively Years-'50's & '60's Nr 6	0		612	Instr.Pop.50-6	
38	1874	Maria Elena	Gene Pitney	Do you love me	0	LP. 2x	308	Pop	
38	1875	Maria Elena	Los Indos Tabajaras	40 Golden hits of the Fifties	0	LP. 4x	405	Pop	
38	1876	Maria Elena	Los Machucambos	Los Machucambos	0	LP.	203	Latin-Amerikaa	
38	1877	Maria Elena	"Instrumental, Orkest=onbekend"	The lively Years-'50's & '60's Nr 7	0		701	Instr.Pop.50-6	
38	1878	Marie La Veau	Bobby Bare	24 Origional no. 1 Country hits	1978	LP. 2x	203	Country	
38	1879	Marieke	Jaques Brel	Jaques Brel zingt…………	1976	LP	102	Chansons	
38	1880	Marijke	Peter Koelwijn	De beste van……………..	0	LP.	103	Pop	
38	1881	Marilyn	Floyd Cramer	The magic touch	0	LP	107	Pop	
38	1882	Married but not to eachother	Barbra Mandell	The country collection	1985	CD	108	Country	
38	1883	Mary	Frankie Laine	I'm gonna live 'till I die	0	LP	204	Country	
38	1884	Mary Ann	The merrymen	Big Bamboo	1989	CD	102	Pop	
38	1885	Mary Jane	The Everly Brothers	The E.B. sing	1967	LP	201	Country	
38	1886	Mary ans Willi	K.T. Olsin	Love in a small town	1980	CD	103	Country	
38	1887	Mary's boy child	Harry Belafonte	Golden Records	0	LP	105	Folk Songs	
38	1888	Matchbox	Carl Perkins	C'mon everybody	1988	CD	109	Rock and roll	
38	1889	Mathilda	Freddy Fender	20 Greatest Hits	0	LP	202	Country	
38	1890	"Matilda, Matilda"	Harry Belafonte	Golden Records	0	LP	201	Folk Songs	
38	1891	May be Tomorrow	The Everly Brothers	The E.B Reunion Concert	1983	LP 2x	202	Pop	
38	1892	Maybe	Chantells	Rock rules Rock	1977	LP. 3x	206	Rock and roll	
38	1893	Maybe Tomorrow	The Everly Brothers	So many years 	1989	CD 2x	114	Pop	
38	1894	Maybe Tomorrow	The Everly Brothers	Original greatest hits	1970	LP 2x	104	Pop	
38	1895	Maybellene	Chuck Berry	Yesterdays gold Vol. 1	1987	CD	123	Rock and roll	
38	1896	Maybelline	The Everly Brothers	The most beautiful songs	1972	LP 2x	401	Pop	
38	1897	Me and Bobby McGee	Tumbleweeds	20 Country hits	1976	LP.	201	Country	
38	1898	Me and Bobby McGee	Roger Miller	Country times	1973	LP. 2x	307	Country	
38	1899	Me and Bobby McGee	Raymond Froggatt	Wembley Country Music Festival	1988	CD. 	122	Country	
38	1900	Me and my guitar	Frank Jennings syndicate	Country Life	1979	LP.	206	Country	
39	1901	Me and you and a dog named Boo	Kenny Price	Charlotte fever	1971	LP.	103	Country	
39	1902	Me and you and a dog named Boo	Lloyd Price	43+3	1983	LP.	108	Rock and roll	
39	1903	Me with bicycle	Nazareth	Greatest Hits	1975	LP.	205	Pop	
39	1904	Mean little Mama	Roy Orbison	The original sound	1969	LP.	203	Pop	
39	1905	Mean old world	Rick Nelson	Singles 1963-1974	1977	LP.	202	Pop	
39	1906	Mean woman blues	Elvis Presley	Blue Rythms	0	LP 2x	204	Blue Rythms	
39	1907	Meet me in the bottem	The Everly Brothers	Nice guys	1984	LP	105	Pop	
39	1908	Meet mister Callaghan	Les Paul and Mary Ford	Greatest	0	LP.	102	Pop	
39	1909	Meets the gold of day	Hank Locklin	Send me the pillow you dream..	1973	LP	205	Country	
39	1910	Mein Schiff f hrt zu dir	Connie Francis	Connie Francis	0	LP	106	Pop	
39	1911	Melodie d'amour	Lawrence Welk	Last Date	1961	LP.	203	Pop	
39	1912	Melodie d'amour	Ames Brothers	40 Golden hits of the Fifties	0	LP. 4x	403	Pop	
39	1913	Melody of love	"Instrumental, Orkest=onbekend"	The lively years-'50s&'60s Nr7	0		704	Instr.Pop.50-6	
39	1914	Memories	Elvis Presley	Love songs	1981	LP	107	Pop	
39	1915	Memories are made of this	The Everly Brothers	Star Collection	1973	LP	203	Pop	
39	1916	Memory	Dimitri Dorakis	Easy feeling	0	CD.	112	Pop	
39	1917	Memory Serenade	King Curtis	1950's Rock & Roll collection	0	LP.	102	Rock and roll	
39	1918	Memphis	Lonnie Mack	Country Music Caly. U.S.A	1980	LP. 3x	403	Country	
39	1919	Memphis Tennessee	Buck Owens	Buck Owens	1979	LP	104	Country	
39	1920	Memphis Tennessee	Dave Berry	Rock Revival	1978	LP. 2x	401	Rock and roll	
39	1921	Mention my name in sheboygan	The Everly Brothers	Both sides of an evening	1961	LP	107	Pop	
39	1922	"Mercy, Mercy, Mercy"	The Everly Brothers	The E.B. sing	1967	LP	206	Country	
39	1923	Merry Christmas baby	Elvis Presley	Blue Rythms	0	LP 2x	406	Blue Rythms	
39	1924	Mexican jumping bean	Buck Owens	Buck Owens	1979	LP	205	Country	
39	1925	Mexico	Bob More	"Country mus,Cav. Country Roads"	1980	LP. 3x	605	Country	
39	1926	Miami Vice	The London Studio Orchestra	Easy on Yourself	0	CD.	119	Pop	
39	1927	Miami Vice - from Main theme	Ed Starink	Synthesizer Hits	1989	CD.	109	Synthesizer	
39	1928	Michael row the boat ashore	"Instrumental, Orkest=onbekend"	The lively years-'50s&'60s Nr1	0	LP. 7x	204	Instr.Pop.50-6	
39	1929	"Michael, row the boat"	Donnie Donegan	The greatest hits of ……….	1976	LP.	107	Pop	
39	1930	Midnight	Conway Twitty	Country Fare	1988	CD.	102	Country	
39	1931	Midnight blue	Billie Jo Spears	Midnight love	1987	CD	107	Country	
39	1932	Midnight love	Billie Jo Spears	Midnight love	1987	CD	101	 Country	
39	1933	Midnight train to Georgia	Lynn Anderson	"Country mus,Cav. Country Roads"	1980	LP. 3x	402	Country	
39	1934	Mij oh mij	Peter Koelwijn	De beste van……………..	0	LP.	203	Pop	
39	1935	Mijn Vlakke Lans	Jacques Brel	Jaques Brel zingt…………	1976	LP	101	Chansons	
39	1936	Milk train	The Everly Brothers	"Bye, Bye Everly's"	1974	LP	202	Country	
39	1937	Milk Train	The Everly Brothers	Coke Chrysler 'n Country	1989	CD	107	Pop	
39	1938	Millie Gone to Brazil	The merrymen	Big Bamboo	1989	CD	107	Pop	
39	1939	Milord	Edith Piaf	Milord	1979	LP	101	Chanchons	
39	1940	"Mirror, mirror"	Diana Ross	Why do fools fall in love	1981	CD	103		
39	1941	Miss you sometimes	Vicki Brown	The young verdi	1988	CD.	111	Pop.klassiek	
39	1942	Mission bell	Donnie Brooks	Counntry music calv. U.S.A.	1980	LP. 3x	503	Country	
39	1943	Mississippi	Pussycat	Pussycat	1980	LP.	101	Country	
39	1944	Mister Sandman	"Instrumental, Orkest=onbekend"	The lively Years '50s&'60s No.1	0	LP. 7x	105	Instr.Pop.50-6	
39	1945	Mistic Line	Phil Everly	Mistic Line	1975	LP	103	Pop	
39	1946	Misty	Lawrence Welk	Last Date	1961	LP.	206	Pop	
39	1947	Misty	Lloyd Price	43+3	1983	LP.	204	Rock and roll	
39	1948	Misty	Johnny Mathis	Command preformance	1973	LP.	104	Pop	
39	1949	Misty	"Instrumental, Orkest=onbekend"	The lively Years '50s&'60s Nr5	0		506	Instr.Pop.50-6	
39	1950	Misty Blue	Billie Jo Spears	20 Country love songs	1988		109	Country	
40	1951	Mixed Emotions	Rosemay Clooney	16 Most requested songs	1989	CD	106	Pop	
40	1952	Mockin Bird Hill	Patti Pages	Country Music Calv. U.S.A	1980	LP. 3x	304	Country	
40	1953	Mockin Bird Hill	Les Paul and Mary Ford	Greatest	0	LP.	105	Pop	
40	1954	Mocking bird	Dusty Springfield	You don't have to say……..	1969	LP	106	Pop	
40	1955	Mockingbird hill	Patti Pages	40 Golden country hits	0	LP. 2x	307	Country	
40	1956	Mockingbird hill	Patti Pages	40 Golden country hits	0	LP. 2x	307	Country	
40	1957	Molly-O	Johnny and the Hurricanes	The very best of………….	1975	LP.	407	Rock and roll	
40	1958	Moments in love	Ed Starink	The eve of war	1989	CD.	115	Synthesizer	
40	1959	Moments to remember	Four Lads	Memories	1975	LP. 2x	202	Pop	
40	1960	Momma was a dancer	K.T. Olsin	Love in a small town	1980	CD	105	Country	
40	1961	Mommy and daddy	The students	1950's Rock & Roll collection	0	LP.	307	Rock and roll	
40	1962	Mona	Kelvin Henderson	Country Fare	1988	CD	105	Country	
40	1963	Mona Lisa	Nat King Cole	20 Love classics part I	1988	CD	102	Pop	
40	1964	Mona Lisa	Conway Twitty	50 Golden country hits	1988	CD. 2x	206	Country	
40	1965	Mona Lisa	Nat King Cole	Command preformance	1973	LP.	203	Pop	
40	1966	Money	The Everly Brothers	The most beautiful songs	1972	LP 2x	202	Pop	
40	1967	Money	The Everly Brothers	E.B. Story	1972	LP	206	Pop	
40	1968	Money Honey	Drifters	Yesterdays gold Vol. 1	1987	CD	120	Rock and roll	
40	1969	Monotonous rings the little b.	U.S.S.R. State Choir	De Beroemdste Russische Koren	0	LP	103	Russian Folk S	
40	1970	Moon Mary	Harry Belafonte	Harry Belafonte	1976	LP	105	Folk Songs	
40	1971	Moon river	"Instrumental, Orkest=onbekend"	The lively Years '50s&'60s No3	0		307	Instr.Pop.50-6	
40	1972	Moon river	The Hollywood Studio Orchestra	Easy on Yourself	0	CD	107	Pop	
40	1973	Moonlight on the Colorado	Slim Whitman	Tomorrow never comes	0	LP.	105	Country	
40	1974	More (theme from Mondo Cane)	"Instrumental, Orkest=onbekend"	The lively Years '50s&'60s Nr6	0		603	Instr.Pop.50-6	
40	1975	More tequila	The Wailers	1950's Rock & Roll collection	0	LP.	105	Rock and roll	
40	1976	More than I can handle	The Everly Brothers	EB '84	1984	CD	109	Pop	
40	1977	Morning	Jim Ed. Brown	Nashville stars forever	1976	LP. 2x	404	Country	
40	1978	Move over darling	Doris Day	20 love classics part II	1988	CD	114	Pop	
40	1979	Mr Soul 	The Everly Brothers	Nice guys	1984	LP	204	Pop	
40	1980	Mr Walker it's all over	Billie Jo Spears	Ode to Billie jo	1985	Lp	210	Country	
40	1981	Mr and Mrs' Untrue	Lloyd Price	43+3	1983	LP.	205	Rock and roll	
40	1982	Mr. Blue	The Fleetwoods	Rock rules Rock	1977	LP. 3x	106	Rock and roll	
40	1983	Mr. Blue	Unknow	Golden Oldies	1973	LP.	201	Pop	
40	1984	Mr. Lonely	Johnny and the Hurricanes	The very best of………….	1975	LP.	204	Rock and roll	
40	1985	Mr lonely	Bobby Vinton	The great country love songs	1972	LP. 6x	403	Country	
40	1986	Mr. Lovemaker	Johnny Paycheck	The best of country	1975	LP.	105	Country	
40	1987	Mr. Right and Mrs. Wrong	Mel Tillis & Sherry Bryce	Big country hits nr. 2	1975	LP.	204	Country	
40	1988	Mr. Sandman	The Chordettes	20 Country Classics	1988	CD	120	Country	
40	1989	Mr. Tambourine man	The Byrds	20 Country Hits	1976	LP.	110	Country	
40	1990	Mr. Bass man	Johnny Cymbal	Rock Revival	1978	LP. 2x	405	Rock and roll	
40	1991	Muleskinner blues	The Fenderman	Juke-Box Hits	1988	CD. 2x	112	Pop	
40	1992	Muskrat	The Everly Brothers	The golden hits of the E.B.	1962	LP	205	Pop	
40	1993	Muskrat	The Everly Brothers	Both sides of an evening	1961	LP	102	Pop	
40	1994	My Abilene	Guy Mitchel	Traveling shoes	1952	Lp.	102	Country	
40	1995	My Bonnie lies over and over	Barbra Mandell	The country collection	1985	CD	105	Country	
40	1996	My Prayer	The Platter	Rock Revival	1978	LP. 2x	105	Rock and roll	
40	1997	My Tennessee mountain home	Dolly Parton	Both sides now	1978	LP	108	Country	
40	1998	"My Truly, Truly fair"	Johnnie Ray	Memories	1975	LP. 2x	405	Pop	
40	1999	My arms stay open late	Tammy Wynette	The best of Tammy Wynette	1968	LP.	205	Country	
40	2000	My boyfriend's back	The Angels	1950's Rock & Roll collection	0	LP.	404	Rock and roll	
41	2001	My colouring book	Dusty Springfield	You don't have to say……..	1969	LP	105	Pop	
41	2002	My colouring book	Brenda Lee	The very best of Brenda Lee	1985	CD.	113	Pop	
41	2003	My colouring book	Barbra Streisand	Command preformance	1973	LP.	101	Pop	
41	2004	My country	The Piatnitzky Choir	De Beroemdste Russische Koren	0	LP. 	207	Russian Folk S	
41	2005	My cup runneth over	Johnny Bush	Country music Cav Memory lane	1980	LP. 3x	205	Country	
41	2006	My dear rose	Albert West	20 Country Hits	1976	LP.	109	Country	
41	2007	My dixie darling	Lonnie Donegan	The greatest hits of ……….	1976	LP.	206	Pop	
41	2008	My elusive dreams	David Houston & Tammy Wynette	Country times	1973	LP. 3x	404	Country	
41	2009	My favourite lies	George Jones	A good year for the roses	1986		106	Country	
41	2010	My gal sal	The Everly Brothers	Both sides of an evening	1961	LP	103	Pop	
41	2011	My grandfathers clock	The Everly Brothers	Both sides of an evening	1961	LP	104	Pop	
41	2012	My guy	Mary Wells	Rock Revival	1978	LP. 2x	211	Rock and roll	
41	2013	My guy	Mary Wells	Golden super oldies	2986	LP. 3x	502	Pop	
41	2014	My heart only belongs to you	Bobby Vinton	The great country love songs	1972	LP. 6x	303	Country	
41	2015	My happiness	Connie Francis	Connie Francis	0	LP	205	Pop	
41	2016	My happiness	Connie Francis	Connie's greatest hits	0	LP	105	Pop	
41	2017	My heart	The Shirelles	1950's Rock & Roll collection	0	LP.	502	Rock and roll	
41	2018	My heart has a mind of its own	Lawrence Welk	Last Date	1961	LP.	205	Pop	
41	2019	My heart has a mind of its own	Slim Whitman	Tomorrow never comes	0	LP.	104	Country	
41	2020	My heart is an open book	Unknow	Golden Oldies	1973	LP.	205	Pop	
41	2021	My heart skips a beat	Buck Owens	Buck Owens	1979	LP	206	Country	
41	2022	My hearts desire	The Wheels	1950's Rock & Roll collection	0	LP.	608	Rock and roll	
41	2023	My hero	Sue Thompson	Golden hits	0	LP.	203	Pop	
41	2024	My home's in Alabama	Alabama	Country sunset	1989	CD.	116	Country	
41	2025	My kind of love	Dave Dudley	The great country love songs	1972	LP. 6x	201	Country	
41	2026	My last date (with you)	Skeeter Davis	Country music from Cav Memory Lane	1980	LP. 3x	104	Country	
41	2027	My little yellow bird	The Everly Brothers	"Coke, Chrysler 'n Country"	1967	LP	206	Country	
41	2028	My mammy	The Everly Brothers	Both sides of an evening	1961	LP	101	Pop	
41	2029	My name is nobody	The Hollywood Studio Orchestra	Easy on Yourself	0	CD>	120	Pop	
41	2030	My old Kentucky home	Dave Kelsey and the Countrymen	16 Great country and western hits	1971	LP.	102	Country	
41	2031	My old Kentucky home	Dave Kelsey and the Countrymen	16 Great Country & Western hits	1971	LP.	102	Country	
41	2032	My old man's a dust man	Lonnie Donegan	The greatest hits of ……….	1976	LP.	103	Pop	
41	2033	My one and only love	"Instrumental, Orkest=onbekend"	The lively Years '50s&'60s Nr0	0		709	Instr.Pop.50-6	
41	2034	My only love	Statler Brothers	80's Country	0		113	Country	
41	2035	My own peculiar way	Timi Yuro	Today	1982	LP.	202	Pop	
41	2036	My shoes keep walking back…	The Burrito Brothers	Country's greatest hits vol.4	1989	CD. 4x	404	Country	
41	2037	My special angel	Bobby Helms	Rock rules Rock	1977	LP. 3x	610	Rock and roll	
41	2038	My special angel	Bobby Helms	20 Country Classics	1988	CD.	113	Country	
41	2039	My special prayer	Percy Sledge	When a man loves a woman	1989	CD	115	Rock and roll	
41	2040	My sweet love aint around	Suzy Bogguss	Suzy Bogguss	1989	CD	104	Country	
41	2041	My sweet love aint around	Joe Sun	Wembley Country Music Festival	1988	CD.	106	Country	
41	2042	My true love	Jack Scott	Country Music Calv. U.S.A	1980	LP. 3x	601	Country	
41	2043	"My Truly, Truly fair"	Guy Mitchel	Traveling shoes	1952	LP.	206	Country	
41	2044	My woman's good to me	David Houston	The great country love songs	1972	LP. 6x	605	Country	
41	2045	Nagoya	Malando	Malando plays malando	0	LP.	104	Tango	
41	2046	Nancy's Minuet	The Everly Brothers	The new album	1977	LP	105	Pop	
41	2047	Nancy's Minuet	The Everly Brothers	"Coke, Chrysler and back again"	0	LP	202	Country	
41	2048	Nashville Blues	The Everly Brothers	I want to know	1988	CD	109	Pop	
41	2049	Nashville Blues	The Everly Brothers	E.B. Story	1972	LP	106	Pop	
41	2050	Nashville cats	Lovin' Spoonful	Country's greatest hits vol.4	1989	CD. 4x	412	Country	
42	2051	Natural attraction	Billie Jo Spears	Standing tall	1980	LP	201	Country	
42	2052	Negra Maria Ester	Los Machucambos	Los Machucambos	0	LP	104	Latin-Amerikaa	
42	2053	Neosho Waltz	Buck Owens	Buck Owens	1979	LP	105	Country	
42	2054	Never again	The Supremes	The very first album	1969	LP.	205	Pop	
42	2055	Never gonna dream again	Phil Everly	Phil Everly	1983	LP	104	Pop	
42	2056	Never let me go	Lloyd Price	Rock and roll classics	0	LP.	104	Rock and roll	
42	2057	Never no more	Patsy Cline	Unforgettable Patsy Cline	1990	CD 	204	Country	
42	2058	Never on Sunday	"Instrumental, Orkest=onbekend"	The lively Years '50s&'60s Nr3	0		306	Instr.Pop.50-6	
42	2059	Never too late	George McCrae & Angela Kelman	Warm Aanbevolen 1984	1984	CD	202	Pop	
42	2060	New Dutch dance music	Flairck	Flairck Alive	1990	CD.	110	Pop	
42	2061	New Orleans	Papa Sue's Viking Jazzband	Down by the riverside	1983	CD.	112	Jazz	
42	2062	New old song	Phil Everly	There's nothing too good for..	1974	LP	205	Pop	
42	2063	New way home	K.T. Olsin	Love in a small town	1980	CD	106	Country	
42	2064	New words to an old love song	Tony Will	New words to an old love song	1989	CD	109	Country	
42	2065	Nice guys	The Everly Brothers	Nice guys	1984	LP	201	Pop	
42	2066	Night and day	Lloyd Price	Walkin' the track	1986	LP.	104	Rock and roll	
42	2067	Night of love	Vicki Brown	Vicki Brown	1987	CD.	111	Pop	
42	2068	Night rider's lament	Suzy Bogguss	Suzy Bogguss	1989	CD	110	Country	
42	2069	Night theme 	Floyd Cramer	The magic touch	0	LP	205	Pop	
42	2070	Night theme 	Lawrence Welk	Last Date	1961	LP.	204	Pop	
42	2071	No charche	Melba Montgomery	Wembley Country Music Festival	1988	CD.	117	Country	
42	2072	No hiding place	Vicki Brown	About love and live	1990	CD.	111	Pop	
42	2073	No need to wait	Madeline Bell	The young amedeus Mozart	1986	Cd.	107	Pop.klassiek	
42	2074	No one can make me sunshine..	The Everly Brothers	"Coke,Chrysler and back again.."	0	LP	104	Country	
42	2075	No one cared so much	Oak ridge boys	The Country superstars	0	CD.	116	Country	
42	2076	No soul j'ouvret	The merrymen	Big Bamboo	1989	CD	117	Pop	
42	2077	"No walls, no ceilings, no…"	Barbra Mandell	The country collection	1985	CD	113	Country	
42	2078	Nobody needs your love	Gene Pitney	His 20 greatest hits	1969	LP	206	Pop	
42	2079	Non me resti che tu	The Everly Brothers	In German and Italy	1986	lp	204	Pop	
42	2080	Norman	Sue Thompson	Golden hits	0	LP.	104	Pop	
42	2081	Norman	Sue Thompson	Juke-Box Hits	1988	CD. 2x	218	Pop	
42	2082	North to Alaska	Frankie Laine	The roving Gambler	0	LP	202	Country	
42	2083	North to Alaska	Johnny Horton	The great country love songs	1972	LP. 6x	103	Country	
42	2084	North to Alaska	Johnny Horton	50 Golden country hits	1988	CD. 2x	211	Country	
42	2085	Not fade away	Buddy Holly	The late great Buddy Holly	0	LP	204	Rock and roll	
